tm,address_gu,sub_address,cat,sub_cat,stn,sub_call_count
2020-05-02,기장군,기장군 철마면,구급,교통사고,939,1
2020-05-02,남구,남구 대연동,구급,교통사고,942,4
2020-05-02,남구,남구 용호동,구급,부상,942,1
2020-05-02,동구,동구 수정동,구급,부상,159,1
2020-05-02,동구,동구 초량동,구급,교통사고,159,1
2020-05-02,동구,동구 초량동,구급,부상,159,1
2020-05-02,동래구,동래구 명장동,구급,부상,940,1
2020-05-02,동래구,동래구 명장동,기타,업무운행,940,1
2020-05-02,동래구,동래구 안락동,구급,교통사고,940,1
2020-05-02,동래구,동래구 온천동,구급,부상,940,3
2020-05-02,부산진구,부산진구 개금동,구급,교통사고,938,1
2020-05-02,부산진구,부산진구 개금동,구급,부상,938,2
2020-05-02,부산진구,부산진구 개금동,구조,자연재해,938,1
2020-05-02,부산진구,부산진구 당감동,구급,교통사고,938,2
2020-05-02,부산진구,부산진구 부전동,구급,교통사고,938,2
2020-05-02,부산진구,부산진구 부전동,구급,부상,938,2
2020-05-02,부산진구,부산진구 전포동,구급,부상,938,1
2020-05-02,북구,북구 구포동,구급,교통사고,941,1
2020-05-02,북구,북구 구포동,구급,부상,941,2
2020-05-02,북구,북구 금곡동,구급,부상,941,1
2020-05-02,북구,북구 화명동,구급,교통사고,941,1
2020-05-02,사상구,사상구 덕포동,기타,상황출동,904,1
2020-05-02,사상구,사상구 학장동,기타,상황출동,904,1
2020-05-02,사하구,사하구 괴정동,구급,부상,950,2
2020-05-02,사하구,사하구 구평동,구급,부상,159,1
2020-05-02,사하구,사하구 다대동,구급,부상,950,1
2020-05-02,사하구,사하구 장림동,구급,교통사고,950,3
2020-05-02,사하구,사하구 하단동,구조,교통사고,950,1
2020-05-02,서구,서구 남부민동,기타,상황출동,159,1
2020-05-02,서구,서구 암남동,기타,상황출동,159,1
2020-05-02,서구,서구 충무동,구급,부상,159,1
2020-05-02,수영구,수영구 광안동,구급,교통사고,937,1
2020-05-02,수영구,수영구 망미동,구급,부상,940,1
2020-05-02,수영구,수영구 망미동,기타,상황출동,940,1
2020-05-02,수영구,수영구 민락동,구급,교통사고,937,1
2020-05-02,연제구,연제구 거제동,구급,부상,940,1
2020-05-02,연제구,연제구 연산동,구급,교통사고,940,3
2020-05-02,연제구,연제구 연산동,구급,부상,940,2
2020-05-02,영도구,영도구 남항동,구급,부상,159,1
2020-05-02,영도구,영도구 대평동,구조,수난사고,159,1
2020-05-02,영도구,영도구 동삼동,구급,부상,910,1
2020-05-02,중구,중구 영주동,구급,교통사고,159,1
2020-05-02,해운대구,해운대구 반여동,구급,부상,937,1
2020-05-02,해운대구,해운대구 우동,구조,산악사고,937,1
2020-05-02,해운대구,해운대구 우동,구조,수난사고,937,2
2020-05-02,해운대구,해운대구 재송동,구조,교통사고,937,1
2020-05-02,해운대구,해운대구 좌동,구급,교통사고,937,1
2020-05-02,해운대구,해운대구 중동,구급,부상,937,2
2020-05-03,강서구,강서구 대저1동,구조,교통사고,904,2
2020-05-03,강서구,강서구 대저2동,구급,교통사고,904,1
2020-05-03,강서구,강서구 명지동,구급,부상,904,1
2020-05-03,강서구,강서구 봉림동,구조,교통사고,904,1
2020-05-03,강서구,강서구 신호동,구조,교통사고,950,1
2020-05-03,금정구,금정구 남산동,구급,부상,939,1
2020-05-03,금정구,금정구 부곡동,구급,부상,940,1
2020-05-03,금정구,금정구 서동,구급,교통사고,940,1
2020-05-03,금정구,금정구 서동,구급,부상,940,1
2020-05-03,금정구,금정구 장전동,구급,부상,940,1
2020-05-03,기장군,기장군 기장읍,구급,부상,923,2
2020-05-03,기장군,기장군 기장읍,구조,교통사고,923,1
2020-05-03,기장군,기장군 장안읍,구급,부상,923,1
2020-05-03,기장군,기장군 정관읍,구급,교통사고,923,1
2020-05-03,기장군,기장군 정관읍,기타,업무운행,923,1
2020-05-03,남구,남구 문현동,구급,교통사고,942,1
2020-05-03,남구,남구 용당동,구급,부상,942,1
2020-05-03,동구,동구 범일동,구급,부상,942,2
2020-05-03,동구,동구 초량동,구급,부상,159,1
2020-05-03,동래구,동래구 명장동,구급,교통사고,940,1
2020-05-03,동래구,동래구 수안동,구급,부상,940,1
2020-05-03,동래구,동래구 온천동,구급,부상,940,2
2020-05-03,부산진구,부산진구 가야동,구급,부상,938,1
2020-05-03,부산진구,부산진구 개금동,구급,교통사고,938,2
2020-05-03,부산진구,부산진구 범천동,구급,부상,942,1
2020-05-03,부산진구,부산진구 양정동,기타,업무운행,940,1
2020-05-03,북구,북구 화명동,구급,부상,941,1
2020-05-03,사상구,사상구 감전동,구급,부상,904,1
2020-05-03,사상구,사상구 덕포동,구급,부상,904,1
2020-05-03,사상구,사상구 모라동,구급,부상,904,2
2020-05-03,사상구,사상구 주례동,구급,교통사고,938,1
2020-05-03,사상구,사상구 주례동,구급,부상,938,2
2020-05-03,사상구,사상구 학장동,구급,교통사고,904,1
2020-05-03,사하구,사하구 감천동,구급,부상,159,1
2020-05-03,사하구,사하구 괴정동,구급,부상,950,2
2020-05-03,사하구,사하구 다대동,구급,교통사고,950,1
2020-05-03,사하구,사하구 다대동,구급,부상,950,2
2020-05-03,사하구,사하구 신평동,구급,부상,950,1
2020-05-03,사하구,사하구 신평동,구조,교통사고,950,1
2020-05-03,사하구,사하구 신평동,기타,업무운행,950,2
2020-05-03,사하구,사하구 하단동,구급,부상,950,2
2020-05-03,서구,서구 동대신동,구급,부상,159,1
2020-05-03,서구,서구 서대신동,구급,부상,159,1
2020-05-03,서구,서구 암남동,구급,구급기타,159,1
2020-05-03,서구,서구 충무동,구급,교통사고,159,1
2020-05-03,서구,서구 충무동,구급,부상,159,1
2020-05-03,수영구,수영구 광안동,기타,상황출동,937,1
2020-05-03,수영구,수영구 남천동,기타,상황출동,937,1
2020-05-03,연제구,연제구 거제동,구급,부상,940,1
2020-05-03,연제구,연제구 연산동,구급,교통사고,940,1
2020-05-03,연제구,연제구 연산동,구급,부상,940,1
2020-05-03,영도구,영도구 동삼동,구급,부상,910,2
2020-05-03,영도구,영도구 봉래동,구급,교통사고,159,1
2020-05-03,중구,중구 대청동,구급,부상,159,1
2020-05-03,중구,중구 중앙동,구급,부상,159,1
2020-05-03,중구,중구 중앙동,구조,교통사고,159,1
2020-05-03,해운대구,해운대구 반여동,구조,교통사고,937,1
2020-05-03,해운대구,해운대구 우동,구급,교통사고,937,1
2020-05-03,해운대구,해운대구 우동,구급,부상,937,2
2020-05-03,해운대구,해운대구 우동,기타,상황출동,937,1
2020-05-03,해운대구,해운대구 재송동,구조,교통사고,937,1
2020-05-04,강서구,강서구 강동동,구급,교통사고,904,1
2020-05-04,강서구,강서구 대저1동,구조,교통사고,904,1
2020-05-04,강서구,강서구 송정동,구급,부상,937,1
2020-05-04,금정구,금정구 구서동,구급,부상,940,1
2020-05-04,금정구,금정구 금사동,기타,상황출동,940,1
2020-05-04,금정구,금정구 금성동,구조,교통사고,941,1
2020-05-04,금정구,금정구 부곡동,구급,교통사고,940,1
2020-05-04,기장군,기장군 기장읍,구급,부상,923,1
2020-05-04,기장군,기장군 기장읍,구조,교통사고,923,1
2020-05-04,기장군,기장군 정관읍,구급,부상,923,1
2020-05-04,기장군,기장군 철마면,구급,부상,939,1
2020-05-04,기장군,기장군 철마면,구조,교통사고,939,1
2020-05-04,남구,남구 대연동,구급,교통사고,942,2
2020-05-04,남구,남구 문현동,구급,교통사고,942,1
2020-05-04,남구,남구 용호동,구급,교통사고,942,1
2020-05-04,남구,남구 용호동,구급,부상,942,4
2020-05-04,동구,동구 범일동,구급,교통사고,942,1
2020-05-04,동구,동구 범일동,구급,부상,942,1
2020-05-04,동구,동구 초량동,구급,부상,159,1
2020-05-04,동래구,동래구 낙민동,구급,교통사고,940,1
2020-05-04,동래구,동래구 낙민동,구급,구급기타,940,1
2020-05-04,동래구,동래구 복천동,구조,산악사고,940,1
2020-05-04,동래구,동래구 온천동,구급,교통사고,940,1
2020-05-04,동래구,동래구 온천동,구급,부상,940,2
2020-05-04,부산진구,부산진구 가야동,구급,교통사고,938,1
2020-05-04,부산진구,부산진구 가야동,구급,부상,938,1
2020-05-04,부산진구,부산진구 당감동,구급,부상,938,2
2020-05-04,부산진구,부산진구 범천동,구급,부상,942,1
2020-05-04,부산진구,부산진구 부암동,구급,교통사고,938,1
2020-05-04,부산진구,부산진구 부암동,기타,업무운행,938,1
2020-05-04,부산진구,부산진구 부전동,구급,구급기타,938,1
2020-05-04,부산진구,부산진구 부전동,구급,부상,938,3
2020-05-04,부산진구,부산진구 양정동,구급,교통사고,940,1
2020-05-04,부산진구,부산진구 양정동,구급,부상,940,2
2020-05-04,부산진구,부산진구 양정동,기타,상황출동,940,1
2020-05-04,북구,북구 구포동,구급,교통사고,941,1
2020-05-04,북구,북구 구포동,구급,부상,941,2
2020-05-04,북구,북구 금곡동,구급,부상,941,2
2020-05-04,북구,북구 덕천동,구급,교통사고,941,1
2020-05-04,북구,북구 덕천동,구조,교통사고,941,1
2020-05-04,북구,북구 만덕동,기타,상황출동,941,1
2020-05-04,북구,북구 화명동,구급,교통사고,941,1
2020-05-04,북구,북구 화명동,구급,부상,941,1
2020-05-04,사상구,사상구 덕포동,구급,부상,904,1
2020-05-04,사상구,사상구 삼락동,기타,업무운행,904,1
2020-05-04,사상구,사상구 주례동,구급,교통사고,938,1
2020-05-04,사상구,사상구 주례동,구조,교통사고,938,1
2020-05-04,사상구,사상구 주례동,기타,상황출동,938,3
2020-05-04,사상구,사상구 학장동,구조,교통사고,904,1
2020-05-04,사하구,사하구 괴정동,구급,교통사고,950,1
2020-05-04,사하구,사하구 괴정동,구급,부상,950,1
2020-05-04,사하구,사하구 괴정동,기타,상황출동,950,1
2020-05-04,사하구,사하구 다대동,기타,대민지원,950,1
2020-05-04,사하구,사하구 신평동,기타,업무운행,950,1
2020-05-04,사하구,사하구 장림동,구급,부상,950,1
2020-05-04,사하구,사하구 하단동,구조,자연재해,950,2
2020-05-04,서구,서구 남부민동,구급,부상,159,1
2020-05-04,서구,서구 아미동,구급,부상,159,1
2020-05-04,서구,서구 충무동,구급,부상,159,1
2020-05-04,수영구,수영구 광안동,구급,부상,937,2
2020-05-04,수영구,수영구 광안동,기타,상황출동,937,1
2020-05-04,수영구,수영구 남천동,기타,상황출동,937,1
2020-05-04,수영구,수영구 망미동,구급,교통사고,940,1
2020-05-04,연제구,연제구 거제동,구급,교통사고,940,1
2020-05-04,연제구,연제구 거제동,구급,부상,940,1
2020-05-04,연제구,연제구 연산동,구급,구급기타,940,1
2020-05-04,연제구,연제구 연산동,구급,부상,940,2
2020-05-04,연제구,연제구 연산동,구조,교통사고,940,1
2020-05-04,영도구,영도구 동삼동,구급,부상,910,2
2020-05-04,영도구,영도구 동삼동,기타,업무운행,910,1
2020-05-04,영도구,영도구 청학동,구급,교통사고,159,1
2020-05-04,중구,중구 남포동,구급,교통사고,159,1
2020-05-04,중구,중구 중앙동,구조,교통사고,159,1
2020-05-04,중구,중구 중앙동,기타,업무운행,159,1
2020-05-04,해운대구,해운대구 반송동,구급,부상,937,2
2020-05-04,해운대구,해운대구 반여동,기타,업무운행,937,1
2020-05-04,해운대구,해운대구 송정동,구급,부상,937,1
2020-05-04,해운대구,해운대구 중동,구급,부상,937,1
2020-05-04,해운대구,해운대구 중동,기타,상황출동,937,1
2020-05-05,강서구,강서구 명지동,구급,부상,904,1
2020-05-05,금정구,금정구 두구동,구급,교통사고,939,1
2020-05-05,금정구,금정구 두구동,구조,교통사고,939,1
2020-05-05,금정구,금정구 부곡동,구급,교통사고,940,1
2020-05-05,금정구,금정구 오륜동,구조,교통사고,940,1
2020-05-05,금정구,금정구 장전동,구급,부상,940,1
2020-05-05,기장군,기장군 기장읍,구급,부상,923,1
2020-05-05,남구,남구 감만동,구급,부상,942,1
2020-05-05,남구,남구 대연동,구급,구급기타,942,1
2020-05-05,남구,남구 대연동,구급,부상,942,2
2020-05-05,남구,남구 문현동,구급,부상,942,1
2020-05-05,남구,남구 용호동,구급,교통사고,942,2
2020-05-05,남구,남구 용호동,구급,부상,942,1
2020-05-05,남구,남구 용호동,구조,교통사고,942,1
2020-05-05,동구,동구 초량동,구급,부상,159,1
2020-05-05,동래구,동래구 사직동,구급,구급기타,940,1
2020-05-05,동래구,동래구 수안동,구급,부상,940,1
2020-05-05,동래구,동래구 수안동,구조,교통사고,940,1
2020-05-05,동래구,동래구 안락동,구급,구급기타,940,1
2020-05-05,부산진구,부산진구 가야동,구급,부상,938,1
2020-05-05,부산진구,부산진구 가야동,기타,업무운행,938,1
2020-05-05,부산진구,부산진구 당감동,기타,업무운행,938,1
2020-05-05,부산진구,부산진구 부암동,기타,업무운행,938,1
2020-05-05,부산진구,부산진구 부전동,구급,교통사고,938,4
2020-05-05,부산진구,부산진구 부전동,구급,부상,938,1
2020-05-05,부산진구,부산진구 부전동,기타,상황출동,938,1
2020-05-05,부산진구,부산진구 양정동,구급,교통사고,940,1
2020-05-05,부산진구,부산진구 초읍동,구급,부상,941,1
2020-05-05,북구,북구 구포동,구급,교통사고,941,1
2020-05-05,북구,북구 구포동,구급,부상,941,1
2020-05-05,북구,북구 덕천동,구급,부상,941,1
2020-05-05,북구,북구 덕천동,기타,업무운행,941,1
2020-05-05,사상구,사상구 감전동,구급,부상,904,1
2020-05-05,사상구,사상구 괘법동,구급,부상,904,1
2020-05-05,사상구,사상구 덕포동,구급,교통사고,904,1
2020-05-05,사상구,사상구 모라동,구급,부상,904,2
2020-05-05,사상구,사상구 모라동,구조,교통사고,904,1
2020-05-05,사상구,사상구 모라동,구조,산악사고,904,1
2020-05-05,사상구,사상구 삼락동,구급,부상,904,1
2020-05-05,사상구,사상구 학장동,구조,교통사고,904,1
2020-05-05,사하구,사하구 다대동,기타,상황출동,950,1
2020-05-05,사하구,사하구 하단동,구급,교통사고,950,1
2020-05-05,서구,서구 남부민동,구급,교통사고,159,1
2020-05-05,서구,서구 토성동,구급,부상,159,1
2020-05-05,수영구,수영구 광안동,구급,부상,937,2
2020-05-05,수영구,수영구 광안동,기타,업무운행,937,1
2020-05-05,수영구,수영구 민락동,구급,부상,937,1
2020-05-05,연제구,연제구 연산동,구급,교통사고,940,1
2020-05-05,연제구,연제구 연산동,기타,상황출동,940,1
2020-05-05,연제구,연제구 연산동,기타,업무운행,940,1
2020-05-05,영도구,영도구 동삼동,구급,부상,910,2
2020-05-05,영도구,영도구 동삼동,기타,상황출동,910,1
2020-05-05,영도구,영도구 청학동,구급,교통사고,159,1
2020-05-05,해운대구,해운대구 반송동,구급,부상,937,2
2020-05-05,해운대구,해운대구 반여동,구급,부상,937,1
2020-05-05,해운대구,해운대구 송정동,구급,부상,937,1
2020-05-05,해운대구,해운대구 우동,구급,교통사고,937,2
2020-05-05,해운대구,해운대구 우동,구급,부상,937,1
2020-05-05,해운대구,해운대구 우동,구조,수난사고,937,1
2020-05-05,해운대구,해운대구 재송동,구급,부상,937,1
2020-05-06,강서구,강서구 대저1동,구조,교통사고,904,1
2020-05-06,강서구,강서구 명지동,구급,교통사고,904,2
2020-05-06,강서구,강서구 미음동,구급,교통사고,904,1
2020-05-06,강서구,강서구 미음동,구조,교통사고,904,1
2020-05-06,강서구,강서구 미음동,기타,상황출동,904,1
2020-05-06,강서구,강서구 범방동,구급,부상,904,1
2020-05-06,금정구,금정구 구서동,구급,교통사고,940,1
2020-05-06,금정구,금정구 두구동,구급,부상,939,1
2020-05-06,금정구,금정구 부곡동,구급,교통사고,940,1
2020-05-06,금정구,금정구 서동,구급,교통사고,940,1
2020-05-06,금정구,금정구 청룡동,구급,부상,939,1
2020-05-06,기장군,기장군 기장읍,구급,교통사고,923,1
2020-05-06,기장군,기장군 장안읍,구조,교통사고,923,2
2020-05-06,기장군,기장군 정관읍,구급,부상,923,1
2020-05-06,기장군,기장군 정관읍,기타,업무운행,923,1
2020-05-06,남구,남구 대연동,구급,교통사고,942,1
2020-05-06,남구,남구 대연동,구급,구급기타,942,1
2020-05-06,남구,남구 대연동,구급,부상,942,1
2020-05-06,남구,남구 문현동,구급,부상,942,1
2020-05-06,남구,남구 용호동,구급,교통사고,942,1
2020-05-06,동구,동구 범일동,구급,교통사고,942,1
2020-05-06,동래구,동래구 복천동,구급,교통사고,940,1
2020-05-06,동래구,동래구 복천동,구급,부상,940,1
2020-05-06,동래구,동래구 복천동,기타,상황출동,940,1
2020-05-06,동래구,동래구 사직동,구급,교통사고,940,1
2020-05-06,동래구,동래구 사직동,구급,부상,940,1
2020-05-06,동래구,동래구 사직동,기타,업무운행,940,2
2020-05-06,동래구,동래구 안락동,구급,교통사고,940,2
2020-05-06,동래구,동래구 안락동,기타,업무운행,940,1
2020-05-06,동래구,동래구 온천동,구급,교통사고,940,1
2020-05-06,동래구,동래구 온천동,구급,부상,940,1
2020-05-06,부산진구,부산진구 가야동,구조,교통사고,938,1
2020-05-06,부산진구,부산진구 가야동,기타,업무운행,938,1
2020-05-06,부산진구,부산진구 당감동,구급,교통사고,938,2
2020-05-06,부산진구,부산진구 당감동,구급,부상,938,1
2020-05-06,부산진구,부산진구 범천동,구급,교통사고,942,1
2020-05-06,부산진구,부산진구 범천동,구급,부상,942,1
2020-05-06,부산진구,부산진구 부암동,구급,부상,938,1
2020-05-06,부산진구,부산진구 부전동,구급,교통사고,938,2
2020-05-06,부산진구,부산진구 부전동,구급,부상,938,1
2020-05-06,부산진구,부산진구 전포동,구급,부상,938,1
2020-05-06,부산진구,부산진구 초읍동,구급,교통사고,941,1
2020-05-06,북구,북구 구포동,구급,부상,941,1
2020-05-06,북구,북구 덕천동,구급,교통사고,941,1
2020-05-06,북구,북구 만덕동,구급,교통사고,941,4
2020-05-06,북구,북구 화명동,구급,교통사고,941,2
2020-05-06,사상구,사상구 감전동,구급,교통사고,904,1
2020-05-06,사상구,사상구 괘법동,구급,교통사고,904,1
2020-05-06,사상구,사상구 모라동,기타,업무운행,904,1
2020-05-06,사상구,사상구 학장동,구급,교통사고,904,2
2020-05-06,사하구,사하구 신평동,구급,부상,950,1
2020-05-06,사하구,사하구 신평동,기타,업무운행,950,3
2020-05-06,사하구,사하구 하단동,구급,교통사고,950,1
2020-05-06,서구,서구 남부민동,구급,부상,159,1
2020-05-06,서구,서구 남부민동,기타,업무운행,159,1
2020-05-06,서구,서구 암남동,구급,교통사고,159,1
2020-05-06,수영구,수영구 민락동,구급,교통사고,937,1
2020-05-06,수영구,수영구 수영동,구급,부상,937,1
2020-05-06,연제구,연제구 거제동,구급,교통사고,940,1
2020-05-06,연제구,연제구 연산동,구급,교통사고,940,1
2020-05-06,연제구,연제구 연산동,구조,교통사고,940,1
2020-05-06,연제구,연제구 연산동,기타,업무운행,940,2
2020-05-06,영도구,영도구 동삼동,구급,교통사고,910,1
2020-05-06,영도구,영도구 동삼동,구급,부상,910,1
2020-05-06,영도구,영도구 영선동,구급,교통사고,159,1
2020-05-06,영도구,영도구 청학동,구급,부상,159,1
2020-05-06,중구,중구 남포동,구급,부상,159,1
2020-05-06,중구,중구 부평동,구급,교통사고,159,1
2020-05-06,해운대구,해운대구 반여동,기타,업무운행,937,1
2020-05-06,해운대구,해운대구 반여동,화재,산불,937,1
2020-05-06,해운대구,해운대구 송정동,기타,업무운행,937,1
2020-05-06,해운대구,해운대구 우동,구급,구급기타,937,1
2020-05-06,해운대구,해운대구 우동,구급,부상,937,3
2020-05-06,해운대구,해운대구 우동,기타,업무운행,937,1
2020-05-06,해운대구,해운대구 재송동,구급,부상,937,1
2020-05-07,강서구,강서구 대저1동,구급,부상,904,1
2020-05-07,강서구,강서구 대저2동,구급,교통사고,904,1
2020-05-07,강서구,강서구 대항동,구급,부상,921,1
2020-05-07,강서구,강서구 명지동,구급,부상,904,1
2020-05-07,강서구,강서구 봉림동,구급,교통사고,904,1
2020-05-07,강서구,강서구 봉림동,구조,교통사고,904,1
2020-05-07,강서구,강서구 생곡동,구급,부상,904,1
2020-05-07,기장군,기장군 기장읍,구급,교통사고,923,1
2020-05-07,기장군,기장군 장안읍,구급,교통사고,923,1
2020-05-07,기장군,기장군 장안읍,구조,교통사고,923,1
2020-05-07,기장군,기장군 정관읍,구급,부상,923,1
2020-05-07,기장군,기장군 정관읍,구조,교통사고,923,1
2020-05-07,남구,남구 대연동,구급,교통사고,942,2
2020-05-07,남구,남구 대연동,구급,부상,942,1
2020-05-07,남구,남구 대연동,구조,산악사고,942,1
2020-05-07,남구,남구 용호동,구급,부상,942,1
2020-05-07,동래구,동래구 사직동,구급,교통사고,940,1
2020-05-07,동래구,동래구 사직동,구급,부상,940,1
2020-05-07,동래구,동래구 수안동,구급,교통사고,940,1
2020-05-07,동래구,동래구 수안동,기타,업무운행,940,1
2020-05-07,동래구,동래구 온천동,구급,부상,940,1
2020-05-07,부산진구,부산진구 당감동,구급,교통사고,938,1
2020-05-07,부산진구,부산진구 범천동,구급,부상,942,1
2020-05-07,부산진구,부산진구 부암동,기타,업무운행,938,1
2020-05-07,부산진구,부산진구 부전동,구급,교통사고,938,1
2020-05-07,부산진구,부산진구 부전동,구급,부상,938,3
2020-05-07,북구,북구 구포동,구급,교통사고,941,1
2020-05-07,사상구,사상구 감전동,구급,구급기타,904,1
2020-05-07,사상구,사상구 감전동,구급,부상,904,1
2020-05-07,사상구,사상구 괘법동,구급,교통사고,904,1
2020-05-07,사상구,사상구 모라동,구급,교통사고,904,2
2020-05-07,사상구,사상구 모라동,구급,부상,904,1
2020-05-07,사상구,사상구 엄궁동,구급,부상,904,1
2020-05-07,사상구,사상구 주례동,구급,부상,938,2
2020-05-07,사상구,사상구 주례동,기타,업무운행,938,1
2020-05-07,사하구,사하구 감천동,기타,업무운행,159,1
2020-05-07,사하구,사하구 괴정동,구급,교통사고,950,2
2020-05-07,사하구,사하구 다대동,기타,업무운행,950,1
2020-05-07,사하구,사하구 당리동,구급,부상,950,2
2020-05-07,사하구,사하구 신평동,구급,부상,950,3
2020-05-07,사하구,사하구 신평동,기타,업무운행,950,3
2020-05-07,사하구,사하구 장림동,구급,부상,950,1
2020-05-07,사하구,사하구 하단동,구급,교통사고,950,1
2020-05-07,사하구,사하구 하단동,구급,부상,950,2
2020-05-07,사하구,사하구 하단동,기타,상황출동,950,1
2020-05-07,서구,서구 남부민동,구급,부상,159,1
2020-05-07,수영구,수영구 남천동,구급,교통사고,937,1
2020-05-07,수영구,수영구 망미동,구급,교통사고,940,1
2020-05-07,수영구,수영구 민락동,구급,교통사고,937,1
2020-05-07,수영구,수영구 수영동,구급,부상,937,1
2020-05-07,연제구,연제구 거제동,구급,부상,940,1
2020-05-07,연제구,연제구 연산동,구급,교통사고,940,2
2020-05-07,연제구,연제구 연산동,구급,부상,940,3
2020-05-07,영도구,영도구 봉래동,구급,구급기타,159,1
2020-05-07,중구,중구 광복동,구급,부상,159,1
