tm,address_gu,sub_address,stn,ta_max,ta_min,ta_max_min,hm_max,hm_min,ws_max,ws_ins_max,rn_day,call_count
2020-05-06,서구,서구 암남동,159,21.8,14.0,43.5,89.1,6.2,13.8,0.0,1,7.800000000000001
2020-05-06,영도구,영도구 영선동,159,21.8,14.0,43.5,89.1,6.2,13.8,0.0,1,7.800000000000001
2020-05-06,영도구,영도구 청학동,159,21.8,14.0,43.5,89.1,6.2,13.8,0.0,1,7.800000000000001
2020-05-06,중구,중구 남포동,159,21.8,14.0,43.5,89.1,6.2,13.8,0.0,1,7.800000000000001
2020-05-06,중구,중구 부평동,159,21.8,14.0,43.5,89.1,6.2,13.8,0.0,1,7.800000000000001
2020-05-07,사하구,사하구 감천동,159,21.0,12.5,31.0,73.2,5.2,11.0,0.0,1,8.5
2020-05-07,서구,서구 남부민동,159,21.0,12.5,31.0,73.2,5.2,11.0,0.0,1,8.5
2020-05-07,영도구,영도구 봉래동,159,21.0,12.5,31.0,73.2,5.2,11.0,0.0,1,8.5
2020-05-07,중구,중구 광복동,159,21.0,12.5,31.0,73.2,5.2,11.0,0.0,1,8.5
2020-05-07,중구,중구 동광동,159,21.0,12.5,31.0,73.2,5.2,11.0,0.0,1,8.5
2020-05-08,동구,동구 초량동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,3,8.8
2020-05-08,서구,서구 동대신동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,서구,서구 부용동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,서구,서구 아미동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,서구,서구 암남동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,서구,서구 토성동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,영도구,영도구 영선동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,중구,중구 부평동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,1,8.8
2020-05-08,중구,중구 중앙동,159,21.1,12.3,44.0,77.2,5.3,9.3,0.0,2,8.8
2020-05-09,동구,동구 수정동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,2,3.8000000000000007
2020-05-09,동구,동구 초량동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,1,3.8000000000000007
2020-05-09,사하구,사하구 감천동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,1,3.8000000000000007
2020-05-09,서구,서구 남부민동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,1,3.8000000000000007
2020-05-09,서구,서구 서대신동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,1,3.8000000000000007
2020-05-09,영도구,영도구 남항동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,1,3.8000000000000007
2020-05-09,영도구,영도구 청학동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,2,3.8000000000000007
2020-05-09,중구,중구 남포동,159,18.6,14.8,59.9,98.9,9.6,18.4,50.8,1,3.8000000000000007
2020-05-10,동구,동구 초량동,159,20.6,14.7,57.7,89.9,8.9,16.0,0.0,1,5.900000000000002
2020-05-10,서구,서구 아미동,159,20.6,14.7,57.7,89.9,8.9,16.0,0.0,1,5.900000000000002
2020-05-10,영도구,영도구 영선동,159,20.6,14.7,57.7,89.9,8.9,16.0,0.0,2,5.900000000000002
2020-05-10,중구,중구 부평동,159,20.6,14.7,57.7,89.9,8.9,16.0,0.0,1,5.900000000000002
2020-05-11,동구,동구 초량동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,1,10.099999999999998
2020-05-11,사하구,사하구 감천동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,2,10.099999999999998
2020-05-11,서구,서구 남부민동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,1,10.099999999999998
2020-05-11,서구,서구 동대신동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,1,10.099999999999998
2020-05-11,서구,서구 아미동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,1,10.099999999999998
2020-05-11,서구,서구 암남동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,2,10.099999999999998
2020-05-11,서구,서구 초장동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,2,10.099999999999998
2020-05-11,영도구,영도구 봉래동,159,25.4,15.3,36.2,78.5,7.1,14.2,0.0,1,10.099999999999998
2020-05-12,동구,동구 수정동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-12,동구,동구 초량동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-12,사하구,사하구 감천동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-12,서구,서구 서대신동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-12,서구,서구 아미동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-12,영도구,영도구 청학동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-12,중구,중구 남포동,159,21.4,15.6,31.1,83.0,10.5,14.5,0.0,1,5.799999999999999
2020-05-13,사하구,사하구 감천동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,1,10.3
2020-05-13,서구,서구 동대신동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,1,10.3
2020-05-13,서구,서구 부용동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,1,10.3
2020-05-13,서구,서구 서대신동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,2,10.3
2020-05-13,영도구,영도구 남항동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,1,10.3
2020-05-13,영도구,영도구 봉래동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,2,10.3
2020-05-13,영도구,영도구 청학동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,2,10.3
2020-05-13,중구,중구 부평동,159,22.8,12.5,31.9,57.6,7.7,13.2,0.0,1,10.3
2020-05-14,동구,동구 초량동,159,25.4,16.4,19.7,57.9,5.6,8.3,0.0,3,9.0
2020-05-14,사하구,사하구 구평동,159,25.4,16.4,19.7,57.9,5.6,8.3,0.0,2,9.0
2020-05-14,서구,서구 남부민동,159,25.4,16.4,19.7,57.9,5.6,8.3,0.0,1,9.0
2020-05-14,서구,서구 서대신동,159,25.4,16.4,19.7,57.9,5.6,8.3,0.0,1,9.0
2020-05-14,중구,중구 남포동,159,25.4,16.4,19.7,57.9,5.6,8.3,0.0,1,9.0
2020-05-14,중구,중구 부평동,159,25.4,16.4,19.7,57.9,5.6,8.3,0.0,1,9.0
2020-05-15,동구,동구 수정동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-15,동구,동구 초량동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-15,서구,서구 동대신동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-15,영도구,영도구 청학동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-15,중구,중구 남포동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-15,중구,중구 동광동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-15,중구,중구 중앙동,159,18.8,14.3,48.0,98.5,6.6,12.1,14.8,1,4.5
2020-05-16,사하구,사하구 감천동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,서구,서구 동대신동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,서구,서구 부용동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,영도구,영도구 봉래동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,영도구,영도구 신선동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,영도구,영도구 영선동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,중구,중구 대청동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-16,중구,중구 부평동,159,24.4,16.1,69.9,99.4,6.2,8.5,0.6,1,8.299999999999997
2020-05-17,동구,동구 초량동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-17,서구,서구 남부민동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-17,서구,서구 동대신동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-17,서구,서구 부용동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-17,서구,서구 암남동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-17,서구,서구 토성동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-17,영도구,영도구 청학동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,2,5.700000000000001
2020-05-17,중구,중구 대청동,159,21.6,15.9,71.7,96.2,5.3,7.5,0.0,1,5.700000000000001
2020-05-18,동구,동구 수정동,159,19.8,16.4,83.8,97.8,3.7,6.8,4.5,1,3.400000000000002
2020-05-18,동구,동구 초량동,159,19.8,16.4,83.8,97.8,3.7,6.8,4.5,1,3.400000000000002
2020-05-18,사하구,사하구 감천동,159,19.8,16.4,83.8,97.8,3.7,6.8,4.5,2,3.400000000000002
2020-05-18,서구,서구 토성동,159,19.8,16.4,83.8,97.8,3.7,6.8,4.5,1,3.400000000000002
2020-05-18,영도구,영도구 청학동,159,19.8,16.4,83.8,97.8,3.7,6.8,4.5,1,3.400000000000002
2020-05-19,동구,동구 수정동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,동구,동구 초량동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,2,5.699999999999999
2020-05-19,서구,서구 남부민동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,2,5.699999999999999
2020-05-19,서구,서구 부민동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,서구,서구 서대신동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,서구,서구 초장동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,서구,서구 토성동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,영도구,영도구 청학동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,중구,중구 남포동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,1,5.699999999999999
2020-05-19,중구,중구 부평동,159,19.0,13.3,51.4,98.9,11.8,18.1,2.1,3,5.699999999999999
2020-05-20,동구,동구 수정동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,1,7.199999999999999
2020-05-20,동구,동구 초량동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,3,7.199999999999999
2020-05-20,사하구,사하구 감천동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,1,7.199999999999999
2020-05-20,서구,서구 남부민동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,2,7.199999999999999
2020-05-20,서구,서구 암남동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,1,7.199999999999999
2020-05-20,영도구,영도구 대교동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,1,7.199999999999999
2020-05-20,영도구,영도구 봉래동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,1,7.199999999999999
2020-05-20,영도구,영도구 영선동,159,19.4,12.2,50.8,81.6,5.3,8.5,0.0,2,7.199999999999999
2020-05-21,동구,동구 수정동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,1,4.900000000000002
2020-05-21,동구,동구 초량동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,3,4.900000000000002
2020-05-21,사하구,사하구 감천동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,1,4.900000000000002
2020-05-21,사하구,사하구 구평동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,1,4.900000000000002
2020-05-21,영도구,영도구 남항동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,1,4.900000000000002
2020-05-21,영도구,영도구 영선동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,1,4.900000000000002
2020-05-21,영도구,영도구 청학동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,3,4.900000000000002
2020-05-21,중구,중구 남포동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,2,4.900000000000002
2020-05-21,중구,중구 부평동,159,18.1,13.2,63.2,77.7,4.4,7.4,0.0,2,4.900000000000002
2020-05-22,동구,동구 수정동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,사하구,사하구 감천동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,서구,서구 서대신동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,2,6.5
2020-05-22,서구,서구 암남동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,서구,서구 토성동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,영도구,영도구 영선동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,영도구,영도구 청학동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,중구,중구 남포동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,2,6.5
2020-05-22,중구,중구 부평동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,2,6.5
2020-05-22,중구,중구 영주동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-22,중구,중구 중앙동,159,18.7,12.2,62.8,83.6,4.4,9.4,0.0,1,6.5
2020-05-23,동구,동구 초량동,159,20.9,12.8,63.9,91.7,4.5,7.1,0.0,1,8.099999999999998
2020-05-23,사하구,사하구 감천동,159,20.9,12.8,63.9,91.7,4.5,7.1,0.0,1,8.099999999999998
2020-05-23,서구,서구 암남동,159,20.9,12.8,63.9,91.7,4.5,7.1,0.0,1,8.099999999999998
2020-05-23,중구,중구 영주동,159,20.9,12.8,63.9,91.7,4.5,7.1,0.0,2,8.099999999999998
2020-05-24,사하구,사하구 감천동,159,22.5,14.6,59.9,94.3,6.6,9.5,0.0,1,7.9
2020-05-24,서구,서구 암남동,159,22.5,14.6,59.9,94.3,6.6,9.5,0.0,2,7.9
2020-05-24,영도구,영도구 대교동,159,22.5,14.6,59.9,94.3,6.6,9.5,0.0,1,7.9
2020-05-24,영도구,영도구 영선동,159,22.5,14.6,59.9,94.3,6.6,9.5,0.0,1,7.9
2020-05-24,영도구,영도구 청학동,159,22.5,14.6,59.9,94.3,6.6,9.5,0.0,1,7.9
2020-05-24,중구,중구 부평동,159,22.5,14.6,59.9,94.3,6.6,9.5,0.0,2,7.9
2020-05-25,동구,동구 수정동,159,23.2,16.8,64.9,93.0,5.6,8.3,0.0,1,6.399999999999999
2020-05-25,동구,동구 초량동,159,23.2,16.8,64.9,93.0,5.6,8.3,0.0,2,6.399999999999999
2020-05-25,중구,중구 동광동,159,23.2,16.8,64.9,93.0,5.6,8.3,0.0,1,6.399999999999999
2020-05-25,중구,중구 보수동,159,23.2,16.8,64.9,93.0,5.6,8.3,0.0,1,6.399999999999999
2020-05-26,동구,동구 초량동,159,22.2,16.6,56.1,90.2,5.5,8.0,0.0,2,5.599999999999998
2020-05-26,사하구,사하구 감천동,159,22.2,16.6,56.1,90.2,5.5,8.0,0.0,1,5.599999999999998
2020-05-26,영도구,영도구 대교동,159,22.2,16.6,56.1,90.2,5.5,8.0,0.0,1,5.599999999999998
2020-05-26,영도구,영도구 영선동,159,22.2,16.6,56.1,90.2,5.5,8.0,0.0,1,5.599999999999998
2020-05-26,영도구,영도구 청학동,159,22.2,16.6,56.1,90.2,5.5,8.0,0.0,1,5.599999999999998
2020-05-26,중구,중구 남포동,159,22.2,16.6,56.1,90.2,5.5,8.0,0.0,1,5.599999999999998
2020-05-27,서구,서구 남부민동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-27,서구,서구 아미동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-27,서구,서구 충무동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-27,영도구,영도구 남항동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-27,영도구,영도구 영선동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,2,9.600000000000001
2020-05-27,중구,중구 광복동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-27,중구,중구 남포동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-27,중구,중구 부평동,159,26.0,16.4,33.1,84.9,5.1,9.9,0.0,1,9.600000000000001
2020-05-28,동구,동구 초량동,159,25.1,15.2,38.2,87.1,6.6,9.6,0.0,1,9.900000000000002
2020-05-28,서구,서구 남부민동,159,25.1,15.2,38.2,87.1,6.6,9.6,0.0,2,9.900000000000002
2020-05-28,중구,중구 광복동,159,25.1,15.2,38.2,87.1,6.6,9.6,0.0,1,9.900000000000002
2020-05-28,중구,중구 남포동,159,25.1,15.2,38.2,87.1,6.6,9.6,0.0,1,9.900000000000002
2020-05-29,동구,동구 수정동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,1,8.8
2020-05-29,동구,동구 초량동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,1,8.8
2020-05-29,사하구,사하구 구평동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,1,8.8
2020-05-29,서구,서구 동대신동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,2,8.8
2020-05-29,영도구,영도구 대교동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,1,8.8
2020-05-29,영도구,영도구 영선동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,2,8.8
2020-05-29,영도구,영도구 청학동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,3,8.8
2020-05-29,중구,중구 남포동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,1,8.8
2020-05-29,중구,중구 중앙동,159,24.5,15.7,42.6,89.5,4.3,9.5,0.0,1,8.8
2020-05-30,동구,동구 수정동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,2,6.399999999999999
2020-05-30,사하구,사하구 감천동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,2,6.399999999999999
2020-05-30,서구,서구 동대신동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,1,6.399999999999999
2020-05-30,서구,서구 부민동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,1,6.399999999999999
2020-05-30,영도구,영도구 대교동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,1,6.399999999999999
2020-05-30,중구,중구 남포동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,1,6.399999999999999
2020-05-30,중구,중구 동광동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,1,6.399999999999999
2020-05-30,중구,중구 영주동,159,23.7,17.3,44.5,70.4,3.1,5.7,0.0,1,6.399999999999999
2020-05-31,동구,동구 수정동,159,23.6,17.3,49.6,94.6,4.2,7.0,1.0,1,6.300000000000001
2020-05-31,동구,동구 초량동,159,23.6,17.3,49.6,94.6,4.2,7.0,1.0,4,6.300000000000001
2020-05-31,사하구,사하구 감천동,159,23.6,17.3,49.6,94.6,4.2,7.0,1.0,1,6.300000000000001
2020-05-31,서구,서구 부민동,159,23.6,17.3,49.6,94.6,4.2,7.0,1.0,1,6.300000000000001
2020-05-31,영도구,영도구 봉래동,159,23.6,17.3,49.6,94.6,4.2,7.0,1.0,1,6.300000000000001
2020-05-31,중구,중구 중앙동,159,23.6,17.3,49.6,94.6,4.2,7.0,1.0,1,6.300000000000001
2020-06-01,동구,동구 초량동,159,25.5,18.3,39.9,95.3,7.6,10.5,0.0,1,7.199999999999999
2020-06-01,영도구,영도구 신선동,159,25.5,18.3,39.9,95.3,7.6,10.5,0.0,2,7.199999999999999
2020-06-01,중구,중구 남포동,159,25.5,18.3,39.9,95.3,7.6,10.5,0.0,1,7.199999999999999
2020-06-01,중구,중구 대청동,159,25.5,18.3,39.9,95.3,7.6,10.5,0.0,1,7.199999999999999
2020-06-02,동구,동구 초량동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,3,7.100000000000001
2020-06-02,사하구,사하구 감천동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,1,7.100000000000001
2020-06-02,사하구,사하구 구평동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,2,7.100000000000001
2020-06-02,서구,서구 암남동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,2,7.100000000000001
2020-06-02,서구,서구 초장동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,1,7.100000000000001
2020-06-02,서구,서구 충무동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,1,7.100000000000001
2020-06-02,영도구,영도구 남항동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,1,7.100000000000001
2020-06-02,중구,중구 중앙동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,1,7.100000000000001
2020-06-02,중구,중구 창선동,159,25.1,18.0,31.9,74.3,8.1,13.9,0.0,1,7.100000000000001
2020-06-03,동구,동구 수정동,159,25.7,18.6,56.6,92.6,7.7,11.6,0.0,1,7.099999999999998
2020-06-03,사하구,사하구 감천동,159,25.7,18.6,56.6,92.6,7.7,11.6,0.0,4,7.099999999999998
2020-06-03,서구,서구 남부민동,159,25.7,18.6,56.6,92.6,7.7,11.6,0.0,2,7.099999999999998
2020-06-03,서구,서구 서대신동,159,25.7,18.6,56.6,92.6,7.7,11.6,0.0,1,7.099999999999998
2020-06-03,서구,서구 아미동,159,25.7,18.6,56.6,92.6,7.7,11.6,0.0,1,7.099999999999998
2020-06-04,동구,동구 초량동,159,26.6,20.3,64.2,93.1,6.9,10.5,0.0,5,6.300000000000001
2020-06-04,사하구,사하구 감천동,159,26.6,20.3,64.2,93.1,6.9,10.5,0.0,2,6.300000000000001
2020-06-04,사하구,사하구 구평동,159,26.6,20.3,64.2,93.1,6.9,10.5,0.0,1,6.300000000000001
2020-06-04,서구,서구 남부민동,159,26.6,20.3,64.2,93.1,6.9,10.5,0.0,1,6.300000000000001
2020-06-04,서구,서구 동대신동,159,26.6,20.3,64.2,93.1,6.9,10.5,0.0,2,6.300000000000001
