tm,address_gu,sub_address,stn,ta_max,ta_min,hm_min,hm_max,ws_max,ws_ins_max,rn_day,call_count
2020-05-02,기장군,기장군 정관읍,923,24.1,17.1,56.7,87.1,3.6,5.7,0.0,1
2020-05-02,기장군,기장군 철마면,939,27.6,16.0,50.325,81.625,4.3,8.0,0.0,1
2020-05-02,남구,남구 대연동,942,21.5,16.4,70.20000000000002,90.66,5.4,8.7,1.0,4
2020-05-02,남구,남구 용호동,942,21.5,16.4,70.20000000000002,90.66,5.4,8.7,1.0,1
2020-05-02,동구,동구 수정동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,동구,동구 초량동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,2
2020-05-02,동래구,동래구 명장동,940,25.2,17.4,48.2,79.8,4.3,6.7,0.5,2
2020-05-02,동래구,동래구 안락동,940,25.2,17.4,48.2,79.8,4.3,6.7,0.5,1
2020-05-02,동래구,동래구 온천동,940,25.2,17.4,48.2,79.8,4.3,6.7,0.5,3
2020-05-02,부산진구,부산진구 개금동,938,24.6,17.5,68.91428571428574,90.36428571428573,4.0,6.6,0.5,4
2020-05-02,부산진구,부산진구 당감동,938,24.6,17.5,68.91428571428574,90.36428571428573,4.0,6.6,0.5,2
2020-05-02,부산진구,부산진구 부전동,938,24.6,17.5,68.91428571428574,90.36428571428573,4.0,6.6,0.5,4
2020-05-02,부산진구,부산진구 전포동,938,24.6,17.5,68.91428571428574,90.36428571428573,4.0,6.6,0.5,1
2020-05-02,북구,북구 구포동,941,24.6,16.8,60.45714285714287,86.41714285714285,4.7,6.6,0.0,3
2020-05-02,북구,북구 금곡동,941,24.6,16.8,60.45714285714287,86.41714285714285,4.7,6.6,0.0,1
2020-05-02,북구,북구 화명동,941,24.6,16.8,60.45714285714287,86.41714285714285,4.7,6.6,0.0,1
2020-05-02,사상구,사상구 덕포동,904,22.3,17.4,68.4,91.2,5.8,9.6,0.5,1
2020-05-02,사상구,사상구 학장동,904,22.3,17.4,68.4,91.2,5.8,9.6,0.5,1
2020-05-02,사하구,사하구 괴정동,950,22.3,15.8,69.4,96.1,3.9,5.8,1.0,2
2020-05-02,사하구,사하구 구평동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,사하구,사하구 다대동,950,22.3,15.8,69.4,96.1,3.9,5.8,1.0,1
2020-05-02,사하구,사하구 장림동,950,22.3,15.8,69.4,96.1,3.9,5.8,1.0,3
2020-05-02,사하구,사하구 하단동,950,22.3,15.8,69.4,96.1,3.9,5.8,1.0,1
2020-05-02,서구,서구 남부민동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,서구,서구 암남동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,서구,서구 충무동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,수영구,수영구 광안동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,1
2020-05-02,수영구,수영구 망미동,940,25.2,17.4,48.2,79.8,4.3,6.7,0.5,2
2020-05-02,수영구,수영구 민락동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,1
2020-05-02,연제구,연제구 거제동,940,25.2,17.4,48.2,79.8,4.3,6.7,0.5,1
2020-05-02,연제구,연제구 연산동,940,25.2,17.4,48.2,79.8,4.3,6.7,0.5,5
2020-05-02,영도구,영도구 남항동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,영도구,영도구 대평동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,영도구,영도구 동삼동,910,19.5,14.8,79.2,97.5,4.7,7.8,1.5,1
2020-05-02,중구,중구 영주동,159,21.8,17.0,69.2,89.9,6.5,10.0,1.1,1
2020-05-02,해운대구,해운대구 반여동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,1
2020-05-02,해운대구,해운대구 우동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,3
2020-05-02,해운대구,해운대구 재송동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,1
2020-05-02,해운대구,해운대구 좌동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,1
2020-05-02,해운대구,해운대구 중동,937,24.1,17.0,60.1,88.8,5.5,8.4,1.0,2
2020-05-03,강서구,강서구 대저1동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,2
2020-05-03,강서구,강서구 대저2동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,1
2020-05-03,강서구,강서구 명지동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,1
2020-05-03,강서구,강서구 봉림동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,1
2020-05-03,강서구,강서구 신호동,950,17.3,15.5,89.0,97.9,8.3,10.6,15.0,1
2020-05-03,금정구,금정구 남산동,939,19.2,15.3,75.12500000000001,93.22499999999998,2.4,5.9,10.0,1
2020-05-03,금정구,금정구 부곡동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,1
2020-05-03,금정구,금정구 서동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,2
2020-05-03,금정구,금정구 장전동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,1
2020-05-03,기장군,기장군 기장읍,923,17.6,15.1,83.9,96.6,2.7,4.1,9.0,3
2020-05-03,기장군,기장군 장안읍,923,17.6,15.1,83.9,96.6,2.7,4.1,9.0,1
2020-05-03,기장군,기장군 정관읍,923,17.6,15.1,83.9,96.6,2.7,4.1,9.0,2
2020-05-03,남구,남구 문현동,942,17.4,15.5,85.68000000000002,98.53,3.8,6.3,21.0,1
2020-05-03,남구,남구 용당동,942,17.4,15.5,85.68000000000002,98.53,3.8,6.3,21.0,1
2020-05-03,동구,동구 범일동,942,17.4,15.5,85.68000000000002,98.53,3.8,6.3,21.0,2
2020-05-03,동구,동구 초량동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,동래구,동래구 명장동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,1
2020-05-03,동래구,동래구 수안동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,1
2020-05-03,동래구,동래구 온천동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,2
2020-05-03,부산진구,부산진구 가야동,938,18.4,15.8,81.5294117647059,98.97647058823529,5.1,8.4,14.5,1
2020-05-03,부산진구,부산진구 개금동,938,18.4,15.8,81.5294117647059,98.97647058823529,5.1,8.4,14.5,2
2020-05-03,부산진구,부산진구 범천동,942,17.4,15.5,84.98823529411766,98.60441176470586,3.8,6.3,21.0,1
2020-05-03,부산진구,부산진구 양정동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,1
2020-05-03,북구,북구 화명동,941,18.6,15.6,75.3715170278638,95.89752321981423,3.6,7.2,11.5,1
2020-05-03,사상구,사상구 감전동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,1
2020-05-03,사상구,사상구 덕포동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,1
2020-05-03,사상구,사상구 모라동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,2
2020-05-03,사상구,사상구 주례동,938,18.4,15.8,81.187306501548,98.80541795665633,5.1,8.4,14.5,3
2020-05-03,사상구,사상구 학장동,904,19.2,16.1,77.4,99.4,5.6,11.5,16.0,1
2020-05-03,사하구,사하구 감천동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,사하구,사하구 괴정동,950,17.3,15.5,89.0,97.9,8.3,10.6,15.0,2
2020-05-03,사하구,사하구 다대동,950,17.3,15.5,89.0,97.9,8.3,10.6,15.0,3
2020-05-03,사하구,사하구 신평동,950,17.3,15.5,89.0,97.9,8.3,10.6,15.0,4
2020-05-03,사하구,사하구 하단동,950,17.3,15.5,89.0,97.9,8.3,10.6,15.0,2
2020-05-03,서구,서구 동대신동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,서구,서구 서대신동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,서구,서구 암남동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,서구,서구 충무동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,2
2020-05-03,수영구,수영구 광안동,937,17.6,15.5,82.2,97.7,2.9,4.8,11.0,1
2020-05-03,수영구,수영구 남천동,937,17.6,15.5,82.2,97.7,2.9,4.8,11.0,1
2020-05-03,연제구,연제구 거제동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,1
2020-05-03,연제구,연제구 연산동,940,17.8,15.3,72.2,92.1,4.1,6.7,12.0,2
2020-05-03,영도구,영도구 동삼동,910,17.1,15.5,90.0,97.9,3.9,7.3,22.0,2
2020-05-03,영도구,영도구 봉래동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,중구,중구 대청동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,1
2020-05-03,중구,중구 중앙동,159,17.9,16.2,85.2,98.6,5.0,9.3,21.3,2
2020-05-03,해운대구,해운대구 반여동,937,17.6,15.5,82.2,97.7,2.9,4.8,11.0,1
2020-05-03,해운대구,해운대구 우동,937,17.6,15.5,82.2,97.7,2.9,4.8,11.0,4
2020-05-03,해운대구,해운대구 재송동,937,17.6,15.5,82.2,97.7,2.9,4.8,11.0,1
2020-05-04,강서구,강서구 강동동,904,26.8,17.1,58.7,98.4,7.6,12.8,0.0,1
2020-05-04,강서구,강서구 대저1동,904,26.8,17.1,58.7,98.4,7.6,12.8,0.0,1
2020-05-04,강서구,강서구 송정동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,1
2020-05-04,금정구,금정구 구서동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,1
2020-05-04,금정구,금정구 금사동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,1
2020-05-04,금정구,금정구 금성동,941,28.3,16.8,56.1,93.99999999999999,4.7,7.4,0.0,1
2020-05-04,금정구,금정구 부곡동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,1
2020-05-04,기장군,기장군 기장읍,923,23.2,14.4,68.9,97.3,4.3,6.3,0.0,2
2020-05-04,기장군,기장군 정관읍,923,23.2,14.4,68.9,97.3,4.3,6.3,0.0,1
2020-05-04,기장군,기장군 철마면,939,30.0,16.9,57.06923076923075,92.81538461538459,3.4,6.3,0.0,2
2020-05-04,남구,남구 대연동,942,24.5,14.7,63.175,99.125,5.7,9.9,0.0,2
2020-05-04,남구,남구 문현동,942,24.5,14.7,63.175,99.125,5.7,9.9,0.0,1
2020-05-04,남구,남구 용호동,942,24.5,14.7,63.175,99.125,5.7,9.9,0.0,5
2020-05-04,동구,동구 범일동,942,24.5,14.7,63.175,99.125,5.7,9.9,0.0,2
2020-05-04,동구,동구 초량동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,1
2020-05-04,동래구,동래구 낙민동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,2
2020-05-04,동래구,동래구 복천동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,1
2020-05-04,동래구,동래구 온천동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,3
2020-05-04,부산진구,부산진구 가야동,938,27.7,17.0,60.54615384615385,98.54615384615384,4.1,5.8,0.0,2
2020-05-04,부산진구,부산진구 당감동,938,27.7,17.0,60.54615384615385,98.54615384615384,4.1,5.8,0.0,2
2020-05-04,부산진구,부산진구 범천동,942,24.5,14.7,62.64923076923077,99.00923076923075,5.7,9.9,0.0,1
2020-05-04,부산진구,부산진구 부암동,938,27.7,17.0,60.54615384615385,98.54615384615384,4.1,5.8,0.0,2
2020-05-04,부산진구,부산진구 부전동,938,27.7,17.0,60.54615384615385,98.54615384615384,4.1,5.8,0.0,4
2020-05-04,부산진구,부산진구 양정동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,4
2020-05-04,북구,북구 구포동,941,28.3,16.8,57.036032388663955,94.9570850202429,4.7,7.4,0.0,3
2020-05-04,북구,북구 금곡동,941,28.3,16.8,57.036032388663955,94.9570850202429,4.7,7.4,0.0,2
2020-05-04,북구,북구 덕천동,941,28.3,16.8,57.036032388663955,94.9570850202429,4.7,7.4,0.0,2
2020-05-04,북구,북구 만덕동,941,28.3,16.8,57.036032388663955,94.9570850202429,4.7,7.4,0.0,1
2020-05-04,북구,북구 화명동,941,28.3,16.8,57.036032388663955,94.9570850202429,4.7,7.4,0.0,2
2020-05-04,사상구,사상구 덕포동,904,26.8,17.1,58.7,98.4,7.6,12.8,0.0,1
2020-05-04,사상구,사상구 삼락동,904,26.8,17.1,58.7,98.4,7.6,12.8,0.0,1
2020-05-04,사상구,사상구 주례동,938,27.7,17.0,59.571120107962216,97.5491902834008,4.1,5.8,0.0,5
2020-05-04,사상구,사상구 학장동,904,26.8,17.1,58.7,98.4,7.6,12.8,0.0,1
2020-05-04,사하구,사하구 괴정동,950,25.3,15.8,63.6,97.9,9.1,12.5,0.0,3
2020-05-04,사하구,사하구 다대동,950,25.3,15.8,63.6,97.9,9.1,12.5,0.0,1
2020-05-04,사하구,사하구 신평동,950,25.3,15.8,63.6,97.9,9.1,12.5,0.0,1
2020-05-04,사하구,사하구 장림동,950,25.3,15.8,63.6,97.9,9.1,12.5,0.0,1
2020-05-04,사하구,사하구 하단동,950,25.3,15.8,63.6,97.9,9.1,12.5,0.0,2
2020-05-04,서구,서구 남부민동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,1
2020-05-04,서구,서구 아미동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,1
2020-05-04,서구,서구 충무동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,1
2020-05-04,수영구,수영구 광안동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,3
2020-05-04,수영구,수영구 남천동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,1
2020-05-04,수영구,수영구 망미동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,1
2020-05-04,연제구,연제구 거제동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,2
2020-05-04,연제구,연제구 연산동,940,25.4,16.4,54.8,91.8,4.4,6.0,0.5,4
2020-05-04,영도구,영도구 동삼동,910,23.2,13.7,67.9,97.9,7.5,10.9,0.0,3
2020-05-04,영도구,영도구 청학동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,1
2020-05-04,중구,중구 남포동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,1
2020-05-04,중구,중구 중앙동,159,25.0,15.8,62.5,99.3,6.8,9.1,0.0,2
2020-05-04,해운대구,해운대구 반송동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,2
2020-05-04,해운대구,해운대구 반여동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,1
2020-05-04,해운대구,해운대구 송정동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,1
2020-05-04,해운대구,해운대구 중동,937,23.2,14.5,67.4,90.0,5.6,9.5,0.0,2
2020-05-05,강서구,강서구 명지동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,1
2020-05-05,금정구,금정구 두구동,939,20.4,13.2,55.51111111111111,85.12222222222222,3.0,5.1,0.0,2
2020-05-05,금정구,금정구 부곡동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,1
2020-05-05,금정구,금정구 오륜동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,1
2020-05-05,금정구,금정구 장전동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,1
2020-05-05,기장군,기장군 기장읍,923,17.1,13.1,70.0,93.3,3.4,5.8,0.0,1
2020-05-05,남구,남구 감만동,942,17.8,13.3,68.66,90.54,4.6,8.3,0.0,1
2020-05-05,남구,남구 대연동,942,17.8,13.3,68.66,90.54,4.6,8.3,0.0,3
2020-05-05,남구,남구 문현동,942,17.8,13.3,68.66,90.54,4.6,8.3,0.0,1
2020-05-05,남구,남구 용호동,942,17.8,13.3,68.66,90.54,4.6,8.3,0.0,4
2020-05-05,동구,동구 초량동,159,18.5,14.2,67.6,88.9,4.2,8.3,0.0,1
2020-05-05,동래구,동래구 사직동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,1
2020-05-05,동래구,동래구 수안동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,2
2020-05-05,동래구,동래구 안락동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,1
2020-05-05,부산진구,부산진구 가야동,938,20.2,14.2,63.400000000000006,87.49999999999999,4.3,6.8,0.0,2
2020-05-05,부산진구,부산진구 당감동,938,20.2,14.2,63.400000000000006,87.49999999999999,4.3,6.8,0.0,1
2020-05-05,부산진구,부산진구 부암동,938,20.2,14.2,63.400000000000006,87.49999999999999,4.3,6.8,0.0,1
2020-05-05,부산진구,부산진구 부전동,938,20.2,14.2,63.400000000000006,87.49999999999999,4.3,6.8,0.0,6
2020-05-05,부산진구,부산진구 양정동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,1
2020-05-05,부산진구,부산진구 초읍동,941,21.8,15.2,58.43157894736842,85.77368421052631,3.6,7.4,0.0,1
2020-05-05,북구,북구 구포동,941,21.8,15.2,58.43157894736842,85.77368421052631,3.6,7.4,0.0,2
2020-05-05,북구,북구 덕천동,941,21.8,15.2,58.43157894736842,85.77368421052631,3.6,7.4,0.0,2
2020-05-05,사상구,사상구 감전동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,1
2020-05-05,사상구,사상구 괘법동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,1
2020-05-05,사상구,사상구 덕포동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,1
2020-05-05,사상구,사상구 모라동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,4
2020-05-05,사상구,사상구 삼락동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,1
2020-05-05,사상구,사상구 학장동,904,20.7,15.1,61.0,86.7,5.5,9.4,0.0,1
2020-05-05,사하구,사하구 다대동,950,18.4,13.7,67.0,90.7,7.7,11.1,0.0,1
2020-05-05,사하구,사하구 하단동,950,18.4,13.7,67.0,90.7,7.7,11.1,0.0,1
2020-05-05,서구,서구 남부민동,159,18.5,14.2,67.6,88.9,4.2,8.3,0.0,1
2020-05-05,서구,서구 토성동,159,18.5,14.2,67.6,88.9,4.2,8.3,0.0,1
2020-05-05,수영구,수영구 광안동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,3
2020-05-05,수영구,수영구 민락동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,1
2020-05-05,연제구,연제구 연산동,940,20.3,13.4,53.7,84.1,2.5,4.5,0.0,3
2020-05-05,영도구,영도구 동삼동,910,17.6,12.3,72.9,97.1,8.0,9.9,0.0,3
2020-05-05,영도구,영도구 청학동,159,18.5,14.2,67.6,88.9,4.2,8.3,0.0,1
2020-05-05,해운대구,해운대구 반송동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,2
2020-05-05,해운대구,해운대구 반여동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,1
2020-05-05,해운대구,해운대구 송정동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,1
2020-05-05,해운대구,해운대구 우동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,4
2020-05-05,해운대구,해운대구 재송동,937,19.7,12.7,61.9,93.3,4.0,8.4,0.0,1
2020-05-06,강서구,강서구 대저1동,904,24.8,14.3,40.2,94.5,7.6,14.3,0.0,1
2020-05-06,강서구,강서구 명지동,904,24.8,14.3,40.2,94.5,7.6,14.3,0.0,2
2020-05-06,강서구,강서구 미음동,904,24.8,14.3,40.2,94.5,7.6,14.3,0.0,3
2020-05-06,강서구,강서구 범방동,904,24.8,14.3,40.2,94.5,7.6,14.3,0.0,1
2020-05-06,금정구,금정구 구서동,940,23.7,12.8,38.3,86.9,3.4,6.5,0.0,1
2020-05-06,금정구,금정구 두구동,939,25.1,12.3,42.050000000000004,88.52499999999999,5.0,8.8,0.0,1
2020-05-06,금정구,금정구 부곡동,940,23.7,12.8,38.3,86.9,3.4,6.5,0.0,1
2020-05-06,금정구,금정구 서동,940,23.7,12.8,38.3,86.9,3.4,6.5,0.0,1
2020-05-06,금정구,금정구 청룡동,939,25.1,12.3,42.050000000000004,88.52499999999999,5.0,8.8,0.0,1
2020-05-06,기장군,기장군 기장읍,923,20.6,12.8,53.3,93.4,5.4,8.2,0.0,1
2020-05-06,기장군,기장군 장안읍,923,20.6,12.8,53.3,93.4,5.4,8.2,0.0,2
2020-05-06,기장군,기장군 정관읍,923,20.6,12.8,53.3,93.4,5.4,8.2,0.0,2
2020-05-06,남구,남구 대연동,942,20.6,13.2,46.128571428571426,90.21428571428574,7.3,12.9,0.0,3
2020-05-06,남구,남구 문현동,942,20.6,13.2,46.128571428571426,90.21428571428574,7.3,12.9,0.0,1
2020-05-06,남구,남구 용호동,942,20.6,13.2,46.128571428571426,90.21428571428574,7.3,12.9,0.0,1
