"call119_train.tm","call119_train.address_city","call119_train.address_gu","call119_train.sub_address","call119_train.stn","call119_train.ta_max","call119_train.ta_min","call119_train.ta_max_min","call119_train.hm_min","call119_train.hm_max","call119_train.ws_max","call119_train.ws_ins_max","call119_train.rn_day","call119_train.call_count"
"20200501","부산광역시","수영구","광안동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,1
"20200501","부산광역시","수영구","남천동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,2
"20200501","부산광역시","수영구","망미동",940,25.6,17.2,8.4,46.6,76.4,4.8,8.3,0,2
"20200501","부산광역시","수영구","민락동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,1
"20200501","부산광역시","연제구","연산동",940,25.6,17.2,8.4,46.6,76.4,4.8,8.3,0,9
"20200501","부산광역시","영도구","남항동",159,22.7,16.7,6,63.7,87.5,9.4,14.4,0,1
"20200501","부산광역시","영도구","대교동",159,22.7,16.7,6,63.7,87.5,9.4,14.4,0,1
"20200501","부산광역시","영도구","동삼동",910,20.5,14.6,5.9,71.7,96.4,5.7,8.6,0,5
"20200501","부산광역시","영도구","신선동",159,22.7,16.7,6,63.7,87.5,9.4,14.4,0,1
"20200501","부산광역시","중구","남포동",159,22.7,16.7,6,63.7,87.5,9.4,14.4,0,2
"20200501","부산광역시","중구","중앙동",159,22.7,16.7,6,63.7,87.5,9.4,14.4,0,1
"20200501","부산광역시","해운대구","반송동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,2
"20200501","부산광역시","해운대구","반여동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,1
"20200501","부산광역시","해운대구","송정동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,1
"20200501","부산광역시","해운대구","재송동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,3
"20200501","부산광역시","해운대구","좌동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,1
"20200501","부산광역시","해운대구","중동",937,25.3,16.4,8.9,55.4,88.1,7.3,11.4,0,1
"20200502","부산광역시","강서구","대저1동",904,22.3,17.4,4.9,68.4,91.2,5.8,9.6,0.5,2
"20200502","부산광역시","강서구","명지동",904,22.3,17.4,4.9,68.4,91.2,5.8,9.6,0.5,2
"20200502","부산광역시","강서구","생곡동",904,22.3,17.4,4.9,68.4,91.2,5.8,9.6,0.5,2
"20200502","부산광역시","강서구","송정동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,2
"20200502","부산광역시","강서구","신호동",950,22.3,15.8,6.5,69.4,96.1,3.9,5.8,1,2
"20200502","부산광역시","강서구","천성동",921,21.4,15.7,5.7,74.4,99.5,4.2,7.4,1.5,1
"20200502","부산광역시","금정구","두구동",939,27.6,16,11.6,-99,-99,4.3,8,0,1
"20200502","부산광역시","금정구","청룡동",939,27.6,16,11.6,-99,-99,4.3,8,0,1
"20200502","부산광역시","기장군","일광면",923,24.1,17.1,7,56.7,87.1,3.6,5.7,0,1
"20200502","부산광역시","기장군","정관읍",923,24.1,17.1,7,56.7,87.1,3.6,5.7,0,1
"20200502","부산광역시","기장군","철마면",939,27.6,16,11.6,-99,-99,4.3,8,0,1
"20200502","부산광역시","남구","대연동",942,21.5,16.4,5.1,-99,-99,5.4,8.7,1,4
"20200502","부산광역시","남구","용호동",942,21.5,16.4,5.1,-99,-99,5.4,8.7,1,1
"20200502","부산광역시","동구","수정동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","동구","초량동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,2
"20200502","부산광역시","동래구","명장동",940,25.2,17.4,7.8,48.2,79.8,4.3,6.7,0.5,2
"20200502","부산광역시","동래구","안락동",940,25.2,17.4,7.8,48.2,79.8,4.3,6.7,0.5,1
"20200502","부산광역시","동래구","온천동",940,25.2,17.4,7.8,48.2,79.8,4.3,6.7,0.5,3
"20200502","부산광역시","부산진구","개금동",938,24.6,17.5,7.1,-99,-99,4,6.6,0.5,4
"20200502","부산광역시","부산진구","당감동",938,24.6,17.5,7.1,-99,-99,4,6.6,0.5,2
"20200502","부산광역시","부산진구","부전동",938,24.6,17.5,7.1,-99,-99,4,6.6,0.5,4
"20200502","부산광역시","부산진구","전포동",938,24.6,17.5,7.1,-99,-99,4,6.6,0.5,1
"20200502","부산광역시","북구","구포동",941,24.6,16.8,7.8,-99,-99,4.7,6.6,0,3
"20200502","부산광역시","북구","금곡동",941,24.6,16.8,7.8,-99,-99,4.7,6.6,0,1
"20200502","부산광역시","북구","화명동",941,24.6,16.8,7.8,-99,-99,4.7,6.6,0,1
"20200502","부산광역시","사상구","덕포동",904,22.3,17.4,4.9,68.4,91.2,5.8,9.6,0.5,1
"20200502","부산광역시","사상구","학장동",904,22.3,17.4,4.9,68.4,91.2,5.8,9.6,0.5,1
"20200502","부산광역시","사하구","괴정동",950,22.3,15.8,6.5,69.4,96.1,3.9,5.8,1,2
"20200502","부산광역시","사하구","구평동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","사하구","다대동",950,22.3,15.8,6.5,69.4,96.1,3.9,5.8,1,1
"20200502","부산광역시","사하구","장림동",950,22.3,15.8,6.5,69.4,96.1,3.9,5.8,1,3
"20200502","부산광역시","사하구","하단동",950,22.3,15.8,6.5,69.4,96.1,3.9,5.8,1,1
"20200502","부산광역시","서구","남부민동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","서구","암남동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","서구","충무동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","수영구","광안동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,1
"20200502","부산광역시","수영구","망미동",940,25.2,17.4,7.8,48.2,79.8,4.3,6.7,0.5,2
"20200502","부산광역시","수영구","민락동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,1
"20200502","부산광역시","연제구","거제동",940,25.2,17.4,7.8,48.2,79.8,4.3,6.7,0.5,1
"20200502","부산광역시","연제구","연산동",940,25.2,17.4,7.8,48.2,79.8,4.3,6.7,0.5,5
"20200502","부산광역시","영도구","남항동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","영도구","대평동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","영도구","동삼동",910,19.5,14.8,4.7,79.2,97.5,4.7,7.8,1.5,1
"20200502","부산광역시","중구","영주동",159,21.8,17,4.8,69.2,89.9,6.5,10,1.1,1
"20200502","부산광역시","해운대구","반여동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,1
"20200502","부산광역시","해운대구","우동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,3
"20200502","부산광역시","해운대구","재송동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,1
"20200502","부산광역시","해운대구","좌동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,1
"20200502","부산광역시","해운대구","중동",937,24.1,17,7.1,60.1,88.8,5.5,8.4,1,2
"20200503","부산광역시","강서구","대저1동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,2
"20200503","부산광역시","강서구","대저2동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,1
"20200503","부산광역시","강서구","명지동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,1
"20200503","부산광역시","강서구","봉림동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,1
"20200503","부산광역시","강서구","신호동",950,17.3,15.5,1.8,89,97.9,8.3,10.6,15,1
"20200503","부산광역시","금정구","남산동",939,19.2,15.3,3.9,-99,-99,2.4,5.9,10,1
"20200503","부산광역시","금정구","부곡동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,1
"20200503","부산광역시","금정구","서동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,2
"20200503","부산광역시","금정구","장전동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,1
"20200503","부산광역시","기장군","기장읍",923,17.6,15.1,2.5,83.9,96.6,2.7,4.1,9,3
"20200503","부산광역시","기장군","장안읍",923,17.6,15.1,2.5,83.9,96.6,2.7,4.1,9,1
"20200503","부산광역시","기장군","정관읍",923,17.6,15.1,2.5,83.9,96.6,2.7,4.1,9,2
"20200503","부산광역시","남구","문현동",942,17.4,15.5,1.9,-99,-99,3.8,6.3,21,1
"20200503","부산광역시","남구","용당동",942,17.4,15.5,1.9,-99,-99,3.8,6.3,21,1
"20200503","부산광역시","동구","범일동",942,17.4,15.5,1.9,-99,-99,3.8,6.3,21,2
"20200503","부산광역시","동구","초량동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","동래구","명장동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,1
"20200503","부산광역시","동래구","수안동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,1
"20200503","부산광역시","동래구","온천동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,2
"20200503","부산광역시","부산진구","가야동",938,18.4,15.8,2.6,-99,-99,5.1,8.4,14.5,1
"20200503","부산광역시","부산진구","개금동",938,18.4,15.8,2.6,-99,-99,5.1,8.4,14.5,2
"20200503","부산광역시","부산진구","범천동",942,17.4,15.5,1.9,-99,-99,3.8,6.3,21,1
"20200503","부산광역시","부산진구","양정동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,1
"20200503","부산광역시","북구","화명동",941,18.6,15.6,3,-99,-99,3.6,7.2,11.5,1
"20200503","부산광역시","사상구","감전동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,1
"20200503","부산광역시","사상구","덕포동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,1
"20200503","부산광역시","사상구","모라동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,2
"20200503","부산광역시","사상구","주례동",938,18.4,15.8,2.6,-99,-99,5.1,8.4,14.5,3
"20200503","부산광역시","사상구","학장동",904,19.2,16.1,3.1,77.4,99.4,5.6,11.5,16,1
"20200503","부산광역시","사하구","감천동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","사하구","괴정동",950,17.3,15.5,1.8,89,97.9,8.3,10.6,15,2
"20200503","부산광역시","사하구","다대동",950,17.3,15.5,1.8,89,97.9,8.3,10.6,15,3
"20200503","부산광역시","사하구","신평동",950,17.3,15.5,1.8,89,97.9,8.3,10.6,15,4
"20200503","부산광역시","사하구","하단동",950,17.3,15.5,1.8,89,97.9,8.3,10.6,15,2
"20200503","부산광역시","서구","동대신동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","서구","서대신동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","서구","암남동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","서구","충무동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,2
"20200503","부산광역시","수영구","광안동",937,17.6,15.5,2.1,82.2,97.7,2.9,4.8,11,1
"20200503","부산광역시","수영구","남천동",937,17.6,15.5,2.1,82.2,97.7,2.9,4.8,11,1
"20200503","부산광역시","연제구","거제동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,1
"20200503","부산광역시","연제구","연산동",940,17.8,15.3,2.5,72.2,92.1,4.1,6.7,12,2
"20200503","부산광역시","영도구","동삼동",910,17.1,15.5,1.6,90,97.9,3.9,7.3,22,2
"20200503","부산광역시","영도구","봉래동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","중구","대청동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,1
"20200503","부산광역시","중구","중앙동",159,17.9,16.2,1.7,85.2,98.6,5,9.3,21.3,2
"20200503","부산광역시","해운대구","반여동",937,17.6,15.5,2.1,82.2,97.7,2.9,4.8,11,1
"20200503","부산광역시","해운대구","우동",937,17.6,15.5,2.1,82.2,97.7,2.9,4.8,11,4
"20200503","부산광역시","해운대구","재송동",937,17.6,15.5,2.1,82.2,97.7,2.9,4.8,11,1
"20200504","부산광역시","강서구","강동동",904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
"20200504","부산광역시","강서구","대저1동",904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
"20200504","부산광역시","강서구","송정동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
"20200504","부산광역시","금정구","구서동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
"20200504","부산광역시","금정구","금사동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
"20200504","부산광역시","금정구","금성동",941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,1
"20200504","부산광역시","금정구","부곡동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
"20200504","부산광역시","기장군","기장읍",923,23.2,14.4,8.8,68.9,97.3,4.3,6.3,0,2
"20200504","부산광역시","기장군","정관읍",923,23.2,14.4,8.8,68.9,97.3,4.3,6.3,0,1
"20200504","부산광역시","기장군","철마면",939,30,16.9,13.1,-99,-99,3.4,6.3,0,2
"20200504","부산광역시","남구","대연동",942,24.5,14.7,9.8,-99,-99,5.7,9.9,0,2
"20200504","부산광역시","남구","문현동",942,24.5,14.7,9.8,-99,-99,5.7,9.9,0,1
"20200504","부산광역시","남구","용호동",942,24.5,14.7,9.8,-99,-99,5.7,9.9,0,5
"20200504","부산광역시","동구","범일동",942,24.5,14.7,9.8,-99,-99,5.7,9.9,0,2
"20200504","부산광역시","동구","초량동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
"20200504","부산광역시","동래구","낙민동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,2
"20200504","부산광역시","동래구","복천동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
"20200504","부산광역시","동래구","온천동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,3
"20200504","부산광역시","부산진구","가야동",938,27.7,17,10.7,-99,-99,4.1,5.8,0,2
"20200504","부산광역시","부산진구","당감동",938,27.7,17,10.7,-99,-99,4.1,5.8,0,2
"20200504","부산광역시","부산진구","범천동",942,24.5,14.7,9.8,-99,-99,5.7,9.9,0,1
"20200504","부산광역시","부산진구","부암동",938,27.7,17,10.7,-99,-99,4.1,5.8,0,2
"20200504","부산광역시","부산진구","부전동",938,27.7,17,10.7,-99,-99,4.1,5.8,0,4
"20200504","부산광역시","부산진구","양정동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,4
"20200504","부산광역시","북구","구포동",941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,3
"20200504","부산광역시","북구","금곡동",941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,2
"20200504","부산광역시","북구","덕천동",941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,2
"20200504","부산광역시","북구","만덕동",941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,1
"20200504","부산광역시","북구","화명동",941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,2
"20200504","부산광역시","사상구","덕포동",904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
"20200504","부산광역시","사상구","삼락동",904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
"20200504","부산광역시","사상구","주례동",938,27.7,17,10.7,-99,-99,4.1,5.8,0,5
"20200504","부산광역시","사상구","학장동",904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
"20200504","부산광역시","사하구","괴정동",950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,3
"20200504","부산광역시","사하구","다대동",950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,1
"20200504","부산광역시","사하구","신평동",950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,1
"20200504","부산광역시","사하구","장림동",950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,1
"20200504","부산광역시","사하구","하단동",950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,2
"20200504","부산광역시","서구","남부민동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
"20200504","부산광역시","서구","아미동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
"20200504","부산광역시","서구","충무동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
"20200504","부산광역시","수영구","광안동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,3
"20200504","부산광역시","수영구","남천동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
"20200504","부산광역시","수영구","망미동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
"20200504","부산광역시","연제구","거제동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,2
"20200504","부산광역시","연제구","연산동",940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,4
"20200504","부산광역시","영도구","동삼동",910,23.2,13.7,9.5,67.9,97.9,7.5,10.9,0,3
"20200504","부산광역시","영도구","청학동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
"20200504","부산광역시","중구","남포동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
"20200504","부산광역시","중구","중앙동",159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,2
"20200504","부산광역시","해운대구","반송동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,2
"20200504","부산광역시","해운대구","반여동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
"20200504","부산광역시","해운대구","송정동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
"20200504","부산광역시","해운대구","중동",937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,2
"20200505","부산광역시","강서구","명지동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
"20200505","부산광역시","금정구","두구동",939,20.4,13.2,7.2,-99,-99,3,5.1,0,2
"20200505","부산광역시","금정구","부곡동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
"20200505","부산광역시","금정구","오륜동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
"20200505","부산광역시","금정구","장전동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
"20200505","부산광역시","기장군","기장읍",923,17.1,13.1,4,70,93.3,3.4,5.8,0,1
"20200505","부산광역시","남구","감만동",942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,1
"20200505","부산광역시","남구","대연동",942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,3
"20200505","부산광역시","남구","문현동",942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,1
"20200505","부산광역시","남구","용호동",942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,4
"20200505","부산광역시","동구","초량동",159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
"20200505","부산광역시","동래구","사직동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
"20200505","부산광역시","동래구","수안동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,2
"20200505","부산광역시","동래구","안락동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
"20200505","부산광역시","부산진구","가야동",938,20.2,14.2,6,-99,-99,4.3,6.8,0,2
"20200505","부산광역시","부산진구","당감동",938,20.2,14.2,6,-99,-99,4.3,6.8,0,1
"20200505","부산광역시","부산진구","부암동",938,20.2,14.2,6,-99,-99,4.3,6.8,0,1
"20200505","부산광역시","부산진구","부전동",938,20.2,14.2,6,-99,-99,4.3,6.8,0,6
"20200505","부산광역시","부산진구","양정동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
"20200505","부산광역시","부산진구","초읍동",941,21.8,15.2,6.6,-99,-99,3.6,7.4,0,1
"20200505","부산광역시","북구","구포동",941,21.8,15.2,6.6,-99,-99,3.6,7.4,0,2
"20200505","부산광역시","북구","덕천동",941,21.8,15.2,6.6,-99,-99,3.6,7.4,0,2
"20200505","부산광역시","사상구","감전동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
"20200505","부산광역시","사상구","괘법동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
"20200505","부산광역시","사상구","덕포동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
"20200505","부산광역시","사상구","모라동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,4
"20200505","부산광역시","사상구","삼락동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
"20200505","부산광역시","사상구","학장동",904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
"20200505","부산광역시","사하구","다대동",950,18.4,13.7,4.7,67,90.7,7.7,11.1,0,1
"20200505","부산광역시","사하구","하단동",950,18.4,13.7,4.7,67,90.7,7.7,11.1,0,1
"20200505","부산광역시","서구","남부민동",159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
"20200505","부산광역시","서구","토성동",159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
"20200505","부산광역시","수영구","광안동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,3
"20200505","부산광역시","수영구","민락동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
"20200505","부산광역시","연제구","연산동",940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,3
"20200505","부산광역시","영도구","동삼동",910,17.6,12.3,5.3,72.9,97.1,8,9.9,0,3
"20200505","부산광역시","영도구","청학동",159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
"20200505","부산광역시","해운대구","반송동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,2
"20200505","부산광역시","해운대구","반여동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
"20200505","부산광역시","해운대구","송정동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
"20200505","부산광역시","해운대구","우동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,4
"20200505","부산광역시","해운대구","재송동",937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
"20200506","부산광역시","강서구","대저1동",904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,1
"20200506","부산광역시","강서구","명지동",904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,2
"20200506","부산광역시","강서구","미음동",904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,3
"20200506","부산광역시","강서구","범방동",904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,1
"20200506","부산광역시","금정구","구서동",940,23.7,12.8,10.9,38.3,86.9,3.4,6.5,0,1
"20200506","부산광역시","금정구","두구동",939,25.1,12.3,12.8,-99,-99,5,8.8,0,1
"20200506","부산광역시","금정구","부곡동",940,23.7,12.8,10.9,38.3,86.9,3.4,6.5,0,1
"20200506","부산광역시","금정구","서동",940,23.7,12.8,10.9,38.3,86.9,3.4,6.5,0,1
"20200506","부산광역시","금정구","청룡동",939,25.1,12.3,12.8,-99,-99,5,8.8,0,1
"20200506","부산광역시","기장군","기장읍",923,20.6,12.8,7.8,53.3,93.4,5.4,8.2,0,1
"20200506","부산광역시","기장군","장안읍",923,20.6,12.8,7.8,53.3,93.4,5.4,8.2,0,2
"20200506","부산광역시","기장군","정관읍",923,20.6,12.8,7.8,53.3,93.4,5.4,8.2,0,2
"20200506","부산광역시","남구","대연동",942,20.6,13.2,7.4,-99,-99,7.3,12.9,0,3
"20200506","부산광역시","남구","문현동",942,20.6,13.2,7.4,-99,-99,7.3,12.9,0,1
"20200506","부산광역시","남구","용호동",942,20.6,13.2,7.4,-99,-99,7.3,12.9,0,1
"20200506","부산광역시","동구","범일동",942,20.6,13.2,7.4,-99,-99,7.3,12.9,0,1
